# ang sep (arsec) 	 physical sep (pc) 	 age (yr) 	 mass (solar mass) 	 E(B-V)
1.224789834724109294e+00 5.937943105830408541e+01 5.000000000000000000e+07 5.463000000000000000e+03 8.999999999999999667e-02
4.699028549125553234e+00 2.278151188580492601e+02 1.000000000000000000e+06 1.306000000000000000e+03 8.999999999999999667e-02
2.312523879956469131e+00 1.121142161761069218e+02 1.000000000000000000e+08 5.452000000000000000e+03 0.000000000000000000e+00
9.065312330358075155e-01 4.394983312902370898e+01 2.000000000000000000e+06 5.943999999999999773e+02 0.000000000000000000e+00
2.312523879956469131e+00 1.121142161761069218e+02 1.000000000000000000e+08 5.452000000000000000e+03 0.000000000000000000e+00
2.030849482183485932e+00 9.845826883782929428e+01 1.000000000000000000e+06 1.396000000000000000e+03 8.999999999999999667e-02
3.342270105036863281e+00 1.620376750799633214e+02 3.000000000000000000e+06 4.138999999999999773e+02 1.000000000000000021e-02
1.528750604376888145e+00 7.411585118061174171e+01 3.000000000000000000e+07 5.088000000000000000e+03 7.000000000000000666e-02
4.699028549125553234e+00 2.278151188580492601e+02 1.000000000000000000e+06 1.306000000000000000e+03 8.999999999999999667e-02
2.658979765740109524e+00 1.289108557312248706e+02 4.000000000000000000e+06 4.138999999999999773e+02 2.000000000000000042e-02
1.826261535402380343e+00 8.853957459590237988e+01 1.000000000000000000e+06 6.027000000000000455e+02 0.000000000000000000e+00
4.659760404107665011e+00 2.259113472526926785e+02 4.000000000000000000e+06 4.138999999999999773e+02 2.000000000000000042e-02
2.030849482183485932e+00 9.845826883782929428e+01 1.000000000000000000e+06 1.396000000000000000e+03 8.999999999999999667e-02
3.285368911258987445e+00 1.592790299497727347e+02 4.000000000000000000e+06 9.081000000000000227e+02 1.000000000000000056e-01
1.793213620555689003e+00 8.693736797593820143e+01 4.000000000000000000e+06 4.138999999999999773e+02 0.000000000000000000e+00
6.934106392685206455e-01 3.361746487617970303e+01 1.000000000000000000e+06 7.798999999999999773e+02 2.999999999999999889e-02
2.928766740511808297e+00 1.419904850804454668e+02 4.000000000000000000e+06 1.277000000000000000e+03 8.000000000000000167e-02
4.152743025055285031e+00 2.013304741500150215e+02 4.000000000000000000e+06 5.362000000000000000e+03 8.000000000000000167e-02
7.047565676317356420e+00 3.416753048901828720e+02 1.000000000000000000e+06 1.861000000000000000e+03 7.000000000000000666e-02
5.409339607022781493e+00 2.622519383813435070e+02 7.000000000000000000e+07 8.873000000000000000e+03 0.000000000000000000e+00
2.419724155631137741e+00 1.173114273207348646e+02 1.000000000000000000e+06 8.935000000000000000e+02 8.999999999999999667e-02
4.225168103178646106e+00 2.048417377247059221e+02 1.000000000000000000e+06 5.788999999999999773e+02 1.199999999999999956e-01
1.413740701847848280e+00 6.854001899730192804e+01 9.000000000000000000e+06 4.431000000000000000e+03 1.000000000000000021e-02
7.076828827774643560e-02 3.430940211754123670e+00 4.000000000000000000e+07 5.087000000000000000e+03 8.000000000000000167e-02
4.741942520187207855e+00 2.298956449318695832e+02 1.000000000000000000e+06 1.861000000000000000e+03 7.000000000000000666e-02
3.483248322587003454e+00 1.688724855204229414e+02 1.000000000000000000e+08 8.873000000000000000e+03 0.000000000000000000e+00
4.962434421051813427e-01 2.405853839018647378e+01 1.000000000000000000e+06 1.401000000000000000e+03 3.099999999999999978e-01
2.883901832183922043e+00 1.398153749877062069e+02 7.000000000000000000e+06 3.723000000000000000e+03 3.300000000000000155e-01
2.655333249326092382e+00 1.287340677926983403e+02 1.000000000000000000e+06 1.569000000000000000e+03 5.000000000000000278e-02
1.551536368073949679e-01 7.522053514042370992e+00 1.500000000000000000e+07 3.194000000000000000e+03 0.000000000000000000e+00
1.073696720355540091e+00 5.205423704242310379e+01 1.000000000000000000e+06 1.861000000000000000e+03 1.499999999999999944e-01
2.456503975140920559e+00 1.190945616144726813e+02 1.000000000000000000e+06 1.861000000000000000e+03 1.499999999999999944e-01
2.765840818015891323e+00 1.340916208768279319e+02 7.000000000000000000e+06 1.334000000000000000e+03 0.000000000000000000e+00
3.570194120028235663e+00 1.730877327723189012e+02 1.300000000000000000e+07 1.569000000000000000e+04 8.000000000000000167e-02
1.551536368073949679e-01 7.522053514042370992e+00 1.500000000000000000e+07 3.194000000000000000e+03 0.000000000000000000e+00
2.655333249326092382e+00 1.287340677926983403e+02 1.000000000000000000e+06 1.569000000000000000e+03 5.000000000000000278e-02
3.020739750633505860e+00 1.464494582519334642e+02 1.000000000000000000e+06 1.981000000000000000e+03 0.000000000000000000e+00
1.675821351490523359e+00 8.124603551210934427e+01 1.000000000000000000e+06 9.500000000000000000e+02 2.200000000000000011e-01
2.826279278471775402e+00 1.370217573738528358e+02 5.000000000000000000e+07 1.480000000000000000e+04 8.999999999999999667e-02
7.317882324476578937e-01 3.547806135057609822e+01 7.000000000000000000e+06 1.334000000000000000e+03 5.000000000000000278e-02
3.730012543302561490e+00 1.808359413037869388e+02 2.000000000000000000e+07 2.200000000000000000e+03 1.900000000000000022e-01
3.486939923711907863e+00 1.690514592253609578e+02 2.000000000000000000e+06 1.981000000000000000e+03 0.000000000000000000e+00
1.493768680627495682e+00 7.241988125118152198e+01 1.300000000000000000e+07 4.041000000000000000e+03 0.000000000000000000e+00
7.317882324476578937e-01 3.547806135057609822e+01 7.000000000000000000e+06 1.334000000000000000e+03 5.000000000000000278e-02
2.826279278471775402e+00 1.370217573738528358e+02 5.000000000000000000e+07 1.480000000000000000e+04 8.999999999999999667e-02
