# mean slope 	 std dev 	 median slope
-3.812930890522746807e+00 1.156832943368238942e-01 -3.810575276792172783e+00
-4.597103462965801413e+00 1.628776991729884716e-01 -4.591427813776155276e+00
-5.266767388734696631e+00 1.652361561732849926e-01 -5.258501824190180862e+00
-3.639300256623385188e+00 1.078298232616795582e-01 -3.641733519969092114e+00
-5.267443915516976993e+00 1.656681555818553808e-01 -5.259545302123706634e+00
-4.455042024305181592e+00 6.579265506649392692e-02 -4.454926439810635408e+00
-2.713067984152542689e+00 9.828696098201765430e-02 -2.713546929121804396e+00
-4.308323349271822700e+00 1.193189499816283972e-01 -4.306756909765518060e+00
-4.598152461177401840e+00 1.617706131216416487e-01 -4.592791134989576918e+00
-3.320139359353718067e+00 7.026996445155063442e-02 -3.320594685632493270e+00
-3.090078139255271861e+00 1.055495243143701467e-01 -3.091307576287231740e+00
-1.796583392935586332e+00 1.194410454139413907e-01 -1.800539498801410287e+00
-4.454801280991683932e+00 6.555609572497074489e-02 -4.454948282513917057e+00
-2.443152666843451115e+00 6.993251171797021382e-02 -2.443850046568420087e+00
-2.571940018925930271e+00 6.406629085589927997e-02 -2.572193199424962717e+00
-2.761099182051073520e+00 1.140291682675066143e-01 -2.763389255002359324e+00
-2.546075335655012317e+00 6.936759376267383204e-02 -2.546516212060685458e+00
-2.634812323462786932e+00 1.456561983014664496e-01 -2.638396523570423646e+00
-3.706203742278367130e+00 8.622863084623742791e-02 -3.705234186113087080e+00
-2.380273810171904536e+00 1.139280969944741345e-01 -2.381361973878546312e+00
-3.268607937125595164e+00 9.886203482219307892e-02 -3.268792645660728802e+00
-2.614981567954646202e+00 1.029487634829517051e-01 -2.616110865717644618e+00
-2.979131715653755119e+00 1.037983761584652664e-01 -2.982139231097341359e+00
-3.699449719348347543e+00 6.293628766126307950e-02 -3.698762776635784011e+00
-5.029062810481836898e+00 1.321127054644156418e-01 -5.026140043877440178e+00
-2.989966353806739363e+00 1.293681176901032570e-01 -2.988508965007134144e+00
-2.850402653706626932e+00 1.098662657909959817e-01 -2.851266226092624922e+00
-1.976447455608207671e+00 1.155976559111166896e-01 -1.979698216613772432e+00
-4.183231237679798653e+00 9.883809989288938613e-02 -4.181367143446229839e+00
-2.721827267524267402e+00 8.850860529135166910e-02 -2.723241024539097221e+00
-3.752682073254535400e+00 1.052187403492104018e-01 -3.752101676716308010e+00
-3.703931760164103526e+00 1.524798720175521149e-01 -3.701663067458197176e+00
-2.796070574037015977e+00 1.039193350126970256e-01 -2.796369969574986403e+00
-3.092725631668649111e+00 1.287392894600060123e-01 -3.092873708224508800e+00
-2.721993139509001125e+00 8.864990706176470447e-02 -2.723713188019387221e+00
-4.183818649608440410e+00 9.897091447231649852e-02 -4.182346393423223674e+00
-4.981753793073764314e+00 4.117285451511670108e-02 -4.981232362935750224e+00
-3.912379541476767919e+00 1.277162835301056676e-01 -3.910399351611766772e+00
-3.308369875738808918e+00 1.211039480705046745e-01 -3.307358898886847864e+00
-3.340635197581462101e+00 1.093970144940136086e-01 -3.340780744138539760e+00
-4.428281691926614805e+00 1.004025633238845028e-01 -4.426297594780662870e+00
-3.696488012944142199e+00 8.983503504282519536e-02 -3.697291530603882936e+00
-5.294091332358635604e+00 1.335268133228089960e-01 -5.289385110490097297e+00
-3.340589513274461186e+00 1.098462756872407436e-01 -3.340886940354503398e+00
-3.308938456135851247e+00 1.212702147809941178e-01 -3.308687368984541965e+00
-3.912581005810813917e+00 1.272000453561017153e-01 -3.911118548293372577e+00
-4.329570918040799299e+00 1.183525507959953676e-01 -4.327816616658089366e+00
-3.218791875689242410e+00 8.920673882565753610e-02 -3.219162934243610330e+00
-4.276499844880080836e+00 1.364296682841593944e-01 -4.273476981080616355e+00
-2.492868413316402965e+00 1.059492009997079348e-01 -2.494466198354379660e+00
-4.981615466102631729e+00 4.119938923790372742e-02 -4.981123631233916882e+00
-3.755625158685623077e+00 9.073813589687967918e-02 -3.755222106297356532e+00
-4.729559516248641238e+00 7.670924912384821659e-02 -4.728932410206317272e+00
-3.744967200583091405e+00 8.851203155472552042e-02 -3.746271748664722789e+00
-3.255246744136563564e+00 8.510803524925859842e-02 -3.254837483425593092e+00
-4.106806549188543265e+00 1.029946401310190551e-01 -4.104812233683908573e+00
-4.151313387391353693e+00 5.701998478830366812e-02 -4.151382877956494077e+00
-4.729483957509343917e+00 7.667808609341177084e-02 -4.728886144630653376e+00
-3.868528591045219400e+00 1.231067365340740155e-01 -3.868057726119725537e+00
-3.910479810614227336e+00 8.718162270243141887e-02 -3.911482654736320619e+00
-3.225474266265133672e+00 1.449756898474946765e-01 -3.227925049704076343e+00
-3.910692260992486347e+00 8.703547594293371825e-02 -3.911423779871703310e+00
-1.743137391050571416e+00 1.065557053649686947e-01 -1.745910231246506239e+00
-3.208487527081212765e+00 8.407352485512371854e-02 -3.209090072808973293e+00
-3.255014915845396928e+00 8.508646523867860467e-02 -3.254909053989890388e+00
-3.625620065492928035e+00 1.559552219066920598e-01 -3.624391768941437775e+00
-1.859639450997216281e+00 1.118793967761573666e-01 -1.861195182590191566e+00
-3.384814667517359599e+00 1.450945039036841133e-01 -3.385130508909412139e+00
-3.078556598133324052e+00 1.119708576143432360e-01 -3.080360936496595592e+00
-3.201529895359699118e+00 1.044086114454421399e-01 -3.202143300462757303e+00
-5.283260176261477703e+00 9.369889728409466767e-02 -5.282075459935173356e+00
-5.282864630196534961e+00 9.352912148326636421e-02 -5.282038777545725594e+00
-3.165304974610734234e+00 1.216398128163846126e-01 -3.163055645815254557e+00
-3.578021012038083981e+00 1.486207344512317785e-01 -3.579192884164583255e+00
-4.477851993905388461e+00 1.408758843061934385e-01 -4.472851722608824687e+00
-5.319271341197447711e+00 1.609878259764054576e-01 -5.311146458868639009e+00
-2.957840315171593737e+00 1.227235022510760470e-01 -2.957958565523249206e+00
-2.957954651210876751e+00 1.227554301158929884e-01 -2.959026619830214866e+00
-3.179730208928740698e+00 9.673889981174876862e-02 -3.181207065170559289e+00
-3.699913643054115298e+00 8.289640660191818777e-02 -3.699160101246881105e+00
-2.538793724981037059e+00 7.245302299674948043e-02 -2.539913137639530305e+00
-3.843617898102531072e+00 9.764527844604015128e-02 -3.844636217479424634e+00
-4.116260074443831130e+00 1.021360872796765462e-01 -4.116443845307839133e+00
-4.327939637127082406e+00 1.091475401587840149e-01 -4.325948714077706647e+00
-3.559254918598760753e+00 9.272646150111318875e-02 -3.560578386812884411e+00
-3.224183646800120151e+00 1.006674422398353141e-01 -3.224634012248140724e+00
-4.730383952857598828e+00 1.083176250835745646e-01 -4.726925003044675222e+00
-4.063959676397377763e+00 1.554543478232707499e-01 -4.059830931789142561e+00
-2.452064441767402680e+00 9.077579094779840430e-02 -2.453352241013837975e+00
-1.802874261662304800e+00 1.058149123541781145e-01 -1.806831342947091912e+00
-4.062589986175614065e+00 1.550825026346261959e-01 -4.058480038267054724e+00
-2.863023041922437617e+00 1.033522288491814517e-01 -2.863855045929644128e+00
-3.545107136085733579e+00 1.180641269300852919e-01 -3.547165101020210098e+00
-4.111359010887346344e+00 7.868534808351182464e-02 -4.110123973116714957e+00
-2.862238249805892476e+00 1.031444741669834408e-01 -2.862500209024918529e+00
-3.544914840625981611e+00 1.183632890288739137e-01 -3.546950974329887707e+00
-4.658548044100963459e+00 8.484171055445226262e-02 -4.656646536337266440e+00
-2.221131532431092737e+00 1.023988662028288144e-01 -2.223905995630532484e+00
-6.064647368720148535e+00 1.128431177520922424e-01 -6.061168628769753930e+00
-3.112868613307598675e+00 1.042247314219703069e-01 -3.113055513724683809e+00
-4.230288058462018164e+00 9.002008831586227888e-02 -4.229041375363136623e+00
-4.327838871053574010e+00 1.095924111360591924e-01 -4.325983412543971340e+00
-3.870020894639716769e+00 1.314894691923188252e-01 -3.868968087308735981e+00
-4.128342905256660700e+00 1.290812606795689876e-01 -4.129199115770655126e+00
-4.208855469534327653e+00 9.298553492138757204e-02 -4.207305625691970974e+00
-4.558553204319930607e+00 8.687338380697892659e-02 -4.557239186493137417e+00
-3.870073479175883069e+00 1.319029943700240903e-01 -3.869717988028164690e+00
-3.850690659847288977e+00 7.313994041426384596e-02 -3.851574766581832066e+00
-3.503574128808431443e+00 1.303053618696902449e-01 -3.503787138899483011e+00
-5.406390106028114317e+00 1.531932692363525972e-01 -5.398943391021185256e+00
-4.365000590980319117e+00 1.059419471849793043e-01 -4.363632781604394495e+00
-4.812586449205046968e+00 1.303455967785392688e-01 -4.809184887464333258e+00
-2.666481340760503915e+00 1.629623486152629031e-01 -2.671349503528115843e+00
-3.308877781586372802e+00 1.187376367754930939e-01 -3.309539675474994169e+00
-4.022219933628033317e+00 1.124165340297397925e-01 -4.021747807604699076e+00
-5.037882840636005000e+00 9.030202165409327575e-02 -5.035830361026730984e+00
-2.671503487632439278e+00 1.235790325027982667e-01 -2.673710658832780585e+00
-2.671610958153326276e+00 1.236049659539901618e-01 -2.674177766481058427e+00
-4.021410851194863412e+00 1.498407125259133277e-01 -4.016217148657156066e+00
-4.116277671171101105e+00 1.013627719507037006e-01 -4.116098049788689650e+00
-4.021875041397338535e+00 1.125659135779153580e-01 -4.020720458780789208e+00
-5.037153818448382836e+00 9.031084268610803378e-02 -5.035240531639991524e+00
-5.034958892771119743e+00 1.412742559003834497e-01 -5.031282041030346264e+00
-4.883882794757727019e+00 1.206697067870628609e-01 -4.879866264597483294e+00
-4.101422895586391171e+00 1.765619158298134261e-01 -4.098658605975931124e+00
-3.286292218117445429e+00 8.794561168614513369e-02 -3.286315867859510575e+00
