        NGC0628_S500_110_SSS_111_PACSS_70.fits    -0.019386   1.203126    2939  1.017036  15
       NGC0628_S500_110_SSS_111_PACSS_100.fits     0.095435   1.052510    2939  0.615233  15
       NGC0628_S500_110_SSS_111_PACSS_160.fits     0.139277   0.874228    2939  0.605983  15
       NGC0628_S500_110_SSS_111_SPIRE_250.fits     0.176665   0.473312    3821  0.167196   9
       NGC0628_S500_110_SSS_111_SPIRE_350.fits     0.119941   0.325949    3821  0.097326   9
       NGC0628_S500_110_SSS_111_SPIRE_500.fits     0.058641   0.206017    3821  0.044380   9
