# wavelength (micron) 	 flux (W/m2) 	 1 sigma error
7.179999999999999716e+01 1.338289059359446751e-13 6.791574257738379228e-15
1.030000000000000000e+02 2.008676559605530918e-13 1.006834610652809488e-14
1.570000000000000000e+02 1.627364172031330249e-13 8.145976625129210391e-15
2.520000000000000000e+02 4.686073110622861803e-14 3.282830545414985051e-15
3.529999999999999432e+02 1.375823655635841130e-14 9.651983768306634353e-16
5.109999999999999432e+02 3.209421420060069131e-15 2.263887918417966347e-16
